721755015	[STAT ]: 	DELTA	32541	0	319006
721755038	[STAT ]: 	DELTA	32542	0	233059
721755039	[STAT ]: 	DELTA	13289	0	334741
721755053	[STAT ]: 	DELTA	32543	0	242928
721755064	[STAT ]: 	DELTA	32544	0	248950
721755075	[STAT ]: 	DELTA	13290	0	357539
721755086	[STAT ]: 	DELTA	32545	0	265782
721755130	[STAT ]: 	DELTA	32546	0	304341
721755130	[STAT ]: 	DELTA	32547	0	299850
721755131	[STAT ]: 	DELTA	13291	0	400379
721755152	[STAT ]: 	DELTA	32548	0	320730
721755163	[STAT ]: 	DELTA	32549	0	326504
721755260	[STAT ]: 	DELTA	32552	0	411740
721755334	[STAT ]: 	DELTA	32550	0	492656
721755611	[STAT ]: 	DELTA	32551	0	768463
721755612	[STAT ]: 	DELTA	13299	0	528713
721755623	[STAT ]: 	DELTA	32558	0	583039
721755666	[STAT ]: 	DELTA	13298	0	596056
721755667	[STAT ]: 	DELTA	32564	0	597526
721755667	[STAT ]: 	DELTA	32565	0	592882
721755678	[STAT ]: 	DELTA	13296	0	621609
721755680	[STAT ]: 	DELTA	13297	0	622765
721755680	[STAT ]: 	DELTA	32562	0	622011
721755681	[STAT ]: 	DELTA	32563	0	617133
721755682	[STAT ]: 	DELTA	32554	0	656455
721755683	[STAT ]: 	DELTA	13295	0	639325
721755683	[STAT ]: 	DELTA	32566	0	52074
721755683	[STAT ]: 	DELTA	32561	0	630470
721755684	[STAT ]: 	DELTA	32567	0	51487
721755695	[STAT ]: 	DELTA	32568	0	58482
721755697	[STAT ]: 	DELTA	32569	0	58668
721755697	[STAT ]: 	DELTA	32555	0	669642
721755697	[STAT ]: 	DELTA	32556	0	664434
721755698	[STAT ]: 	DELTA	32570	0	54745
721755730	[STAT ]: 	DELTA	32560	0	678358
721755731	[STAT ]: 	DELTA	32557	0	693360
721755732	[STAT ]: 	DELTA	32559	0	685546
721755732	[STAT ]: 	DELTA	32571	0	84710
721755733	[STAT ]: 	DELTA	32572	0	84271
721755744	[STAT ]: 	DELTA	32553	0	890416
721755776	[STAT ]: 	DELTA	32573	0	122659
721755777	[STAT ]: 	DELTA	32574	0	122392
721755787	[STAT ]: 	DELTA	32575	0	127800
721755788	[STAT ]: 	DELTA	32576	0	127077
721755788	[STAT ]: 	DELTA	32577	0	106316
721755789	[STAT ]: 	DELTA	32578	0	93495
721755810	[STAT ]: 	DELTA	13300	0	129150
721755810	[STAT ]: 	DELTA	32580	0	79141
721755822	[STAT ]: 	DELTA	32579	0	125566
721755822	[STAT ]: 	DELTA	13301	0	127800
721755823	[STAT ]: 	DELTA	13302	0	114536
721755827	[STAT ]: 	DELTA	13303	0	105618
721755838	[STAT ]: 	DELTA	13304	0	115411
721755891	[STAT ]: 	DELTA	13305	0	62697
721755924	[STAT ]: 	DELTA	32581	0	60887
721755925	[STAT ]: 	DELTA	32582	0	61264
721755946	[STAT ]: 	DELTA	13306	0	105466
721755946	[STAT ]: 	DELTA	32583	0	50614
721755958	[STAT ]: 	DELTA	32584	0	60560
721755981	[STAT ]: 	DELTA	32585	0	56078
721756003	[STAT ]: 	DELTA	32586	0	55335
721756014	[STAT ]: 	DELTA	32587	0	54678
721756015	[STAT ]: 	DELTA	32588	0	53756
721756057	[STAT ]: 	DELTA	32589	0	53440
721756057	[STAT ]: 	DELTA	32590	0	52996
721756058	[STAT ]: 	DELTA	32591	0	52399
721756059	[STAT ]: 	DELTA	32592	0	51986
721756070	[STAT ]: 	DELTA	32593	0	62332
721756092	[STAT ]: 	DELTA	32594	0	83158
721756167	[STAT ]: 	DELTA	32595	0	50755
721756209	[STAT ]: 	DELTA	32596	0	51315
721756221	[STAT ]: 	DELTA	32597	0	60480
721756222	[STAT ]: 	DELTA	32598	0	60580
721756265	[STAT ]: 	DELTA	32599	0	54181
721756265	[STAT ]: 	DELTA	32600	0	53213
721756277	[STAT ]: 	DELTA	32601	0	54999
721756321	[STAT ]: 	DELTA	32602	0	56829
721756321	[STAT ]: 	DELTA	32603	0	54921
721756374	[STAT ]: 	DELTA	32604	0	58146
721756375	[STAT ]: 	DELTA	32605	0	58199
721756377	[STAT ]: 	DELTA	32606	0	58388
721756428	[STAT ]: 	DELTA	32607	0	51868
721756471	[STAT ]: 	DELTA	32610	0	54416
721756514	[STAT ]: 	DELTA	32611	0	58986
721756514	[STAT ]: 	DELTA	32612	0	57653
721756567	[STAT ]: 	DELTA	32613	0	60515
721756569	[STAT ]: 	DELTA	32614	0	61610
721756623	[STAT ]: 	DELTA	32615	0	55161
721756625	[STAT ]: 	DELTA	32616	0	54632
721756625	[STAT ]: 	DELTA	32617	0	53994
721756657	[STAT ]: 	DELTA	32618	0	60087
721756657	[STAT ]: 	DELTA	32619	0	59297
721756679	[STAT ]: 	DELTA	32620	0	54825
721756713	[STAT ]: 	DELTA	32621	0	58548
721756715	[STAT ]: 	DELTA	32622	0	58466
721756737	[STAT ]: 	DELTA	32623	0	56730
721756769	[STAT ]: 	DELTA	32624	0	54445
721756770	[STAT ]: 	DELTA	32625	0	52999
721756823	[STAT ]: 	DELTA	32626	0	52831
721756823	[STAT ]: 	DELTA	32627	0	51655
721756857	[STAT ]: 	DELTA	32628	0	53452
721756859	[STAT ]: 	DELTA	32629	0	53853
721756860	[STAT ]: 	DELTA	32630	0	54350
721756914	[STAT ]: 	DELTA	32631	0	58129
721756914	[STAT ]: 	DELTA	32632	0	56004
721756916	[STAT ]: 	DELTA	32633	0	55628
721756916	[STAT ]: 	DELTA	32634	0	54431
721756969	[STAT ]: 	DELTA	32635	0	53557
721757011	[STAT ]: 	DELTA	32636	0	51468
721757013	[STAT ]: 	DELTA	32637	0	51184
721757045	[STAT ]: 	DELTA	32638	0	54446
721757067	[STAT ]: 	DELTA	32639	0	54159
721757068	[STAT ]: 	DELTA	32640	0	54199
721757122	[STAT ]: 	DELTA	32641	0	54713
721757123	[STAT ]: 	DELTA	32642	0	53743
721757175	[STAT ]: 	DELTA	32643	0	56097
721757207	[STAT ]: 	DELTA	32644	0	50810
721757218	[STAT ]: 	DELTA	32645	0	60506
721757251	[STAT ]: 	DELTA	32646	0	55832
721757251	[STAT ]: 	DELTA	32647	0	54484
721757325	[STAT ]: 	DELTA	13331	0	106046
721757326	[STAT ]: 	DELTA	32648	0	106049
721757328	[STAT ]: 	DELTA	32649	0	75704
721757328	[STAT ]: 	DELTA	32650	0	51942
721757340	[STAT ]: 	DELTA	32651	0	60757
721757341	[STAT ]: 	DELTA	32652	0	60641
721757384	[STAT ]: 	DELTA	32653	0	56045
721757395	[STAT ]: 	DELTA	32654	0	54317
721757427	[STAT ]: 	DELTA	32655	0	51588
721757429	[STAT ]: 	DELTA	32656	0	51259
721757440	[STAT ]: 	DELTA	32657	0	55069
721757472	[STAT ]: 	DELTA	13332	0	146251
721757483	[STAT ]: 	DELTA	32658	0	54326
721757484	[STAT ]: 	DELTA	32659	0	53188
721757484	[STAT ]: 	DELTA	13333	0	145718
721757485	[STAT ]: 	DELTA	13334	0	145710
721757485	[STAT ]: 	DELTA	13335	0	133350
721757517	[STAT ]: 	DELTA	32660	0	58154
721757518	[STAT ]: 	DELTA	32661	0	56387
721757572	[STAT ]: 	DELTA	32662	0	56401
721757572	[STAT ]: 	DELTA	32663	0	55056
721757605	[STAT ]: 	DELTA	13336	0	252317
721757605	[STAT ]: 	DELTA	13338	0	238813
721757605	[STAT ]: 	DELTA	13337	0	239600
721757605	[STAT ]: 	DELTA	32664	0	50369
721757616	[STAT ]: 	DELTA	32665	0	60184
721757648	[STAT ]: 	DELTA	32666	0	52342
721757659	[STAT ]: 	DELTA	32667	0	52397
721757670	[STAT ]: 	DELTA	13339	0	290962
721757670	[STAT ]: 	DELTA	32668	0	52954
721757671	[STAT ]: 	DELTA	32669	0	52762
721757718	[STAT ]: 	DELTA	32670	0	57695
721757719	[STAT ]: 	DELTA	32671	0	57586
721757719	[STAT ]: 	DELTA	13340	0	327398
721757752	[STAT ]: 	DELTA	13341	0	346983
721757752	[STAT ]: 	DELTA	32672	0	53369
721757753	[STAT ]: 	DELTA	32673	0	52904
721757775	[STAT ]: 	DELTA	32674	0	56215
721757797	[STAT ]: 	DELTA	13342	0	379340
721757829	[STAT ]: 	DELTA	32675	0	53241
721757851	[STAT ]: 	DELTA	13343	0	432680
721757862	[STAT ]: 	DELTA	32676	0	60053
721757862	[STAT ]: 	DELTA	32677	0	58641
721757883	[STAT ]: 	DELTA	32678	0	52724
721757915	[STAT ]: 	DELTA	32679	0	59671
721757916	[STAT ]: 	DELTA	32680	0	58997
721757917	[STAT ]: 	DELTA	13344	0	485013
721757919	[STAT ]: 	DELTA	32681	0	55548
721757971	[STAT ]: 	DELTA	32682	0	54847
721757971	[STAT ]: 	DELTA	32683	0	53000
721757993	[STAT ]: 	DELTA	13345	0	320256
721757993	[STAT ]: 	DELTA	32684	0	55261
721757994	[STAT ]: 	DELTA	13346	0	320210
721757995	[STAT ]: 	DELTA	32685	0	54556
721758048	[STAT ]: 	DELTA	32686	0	53446
721758049	[STAT ]: 	DELTA	32687	0	52761
721758092	[STAT ]: 	DELTA	32688	0	55968
721758092	[STAT ]: 	DELTA	13348	0	391464
721758093	[STAT ]: 	DELTA	32689	0	55974
721758094	[STAT ]: 	DELTA	32690	0	55928
721758137	[STAT ]: 	DELTA	13349	0	423294
721758148	[STAT ]: 	DELTA	32691	0	55359
721758150	[STAT ]: 	DELTA	32692	0	55697
721758193	[STAT ]: 	DELTA	32693	0	57354
721758194	[STAT ]: 	DELTA	32694	0	56327
721758194	[STAT ]: 	DELTA	13350	0	273841
721758205	[STAT ]: 	DELTA	32695	0	55428
721758247	[STAT ]: 	DELTA	32696	0	53448
721758248	[STAT ]: 	DELTA	32697	0	51312
721758259	[STAT ]: 	DELTA	13351	0	337508
721758291	[STAT ]: 	DELTA	32698	0	55912
721758291	[STAT ]: 	DELTA	32699	0	55539
721758292	[STAT ]: 	DELTA	32700	0	54958
721758313	[STAT ]: 	DELTA	32701	0	52067
721758366	[STAT ]: 	DELTA	32702	0	52254
721758367	[STAT ]: 	DELTA	32703	0	51395
721758409	[STAT ]: 	DELTA	32704	0	61127
721758410	[STAT ]: 	DELTA	32705	0	60270
721758452	[STAT ]: 	DELTA	32706	0	50940
721758464	[STAT ]: 	DELTA	32707	0	61176
721758465	[STAT ]: 	DELTA	32708	0	54425
721758497	[STAT ]: 	DELTA	32709	0	58759
721758498	[STAT ]: 	DELTA	13353	0	562978
721758498	[STAT ]: 	DELTA	13354	0	562802
721758520	[STAT ]: 	DELTA	32710	0	55191
721758542	[STAT ]: 	DELTA	13355	0	593375
721758553	[STAT ]: 	DELTA	32711	0	55771
721758553	[STAT ]: 	DELTA	32712	0	54004
721758555	[STAT ]: 	DELTA	32713	0	54455
721758587	[STAT ]: 	DELTA	13356	0	387145
721758588	[STAT ]: 	DELTA	32714	0	51637
721758594	[STAT ]: 	DELTA	32715	0	56571
721758605	[STAT ]: 	DELTA	32716	0	50545
721758648	[STAT ]: 	DELTA	13357	0	435300
721758649	[STAT ]: 	DELTA	32717	0	56932
721758650	[STAT ]: 	DELTA	32718	0	54302
721758672	[STAT ]: 	DELTA	32719	0	54682
721758693	[STAT ]: 	DELTA	13358	0	467378
721758704	[STAT ]: 	DELTA	32720	0	53900
721758725	[STAT ]: 	DELTA	32721	0	52210
721758726	[STAT ]: 	DELTA	32722	0	52579
721758738	[STAT ]: 	DELTA	13359	0	511822
721758759	[STAT ]: 	DELTA	32723	0	54035
721758780	[STAT ]: 	DELTA	32724	0	53859
721758780	[STAT ]: 	DELTA	13360	0	541345
721758813	[STAT ]: 	DELTA	32725	0	56595
721758814	[STAT ]: 	DELTA	32726	0	57307
721758835	[STAT ]: 	DELTA	32727	0	53419
721758836	[STAT ]: 	DELTA	32728	0	53431
721758847	[STAT ]: 	DELTA	13361	0	253608
721758870	[STAT ]: 	DELTA	32729	0	55583
721758891	[STAT ]: 	DELTA	13362	0	296307
721758892	[STAT ]: 	DELTA	32730	0	55493
721758924	[STAT ]: 	DELTA	32731	0	53361
721758935	[STAT ]: 	DELTA	32732	0	54286
721758937	[STAT ]: 	DELTA	32733	0	54541
721758969	[STAT ]: 	DELTA	13361	1	120770
721758979	[STAT ]: 	DELTA	32734	0	54277
721758991	[STAT ]: 	DELTA	32735	0	54411
721759003	[STAT ]: 	DELTA	13361	2	154472
721759003	[STAT ]: 	DELTA	13363	0	395294
721759014	[STAT ]: 	DELTA	13361	3	165592
721759015	[STAT ]: 	DELTA	13364	0	394018
721759015	[STAT ]: 	DELTA	13362	1	123883
721759016	[STAT ]: 	DELTA	13362	2	123926
721759016	[STAT ]: 	DELTA	13362	3	123908
721759027	[STAT ]: 	DELTA	32736	0	51747
721759027	[STAT ]: 	DELTA	32737	0	51183
721759049	[STAT ]: 	DELTA	13365	0	428138
721759060	[STAT ]: 	DELTA	13363	0	57056
721759060	[STAT ]: 	DELTA	13363	1	57252
721759061	[STAT ]: 	DELTA	13363	2	57397
721759061	[STAT ]: 	DELTA	13363	3	57619
721759072	[STAT ]: 	DELTA	13364	0	57087
721759073	[STAT ]: 	DELTA	13364	3	57186
721759073	[STAT ]: 	DELTA	13364	2	57755
721759073	[STAT ]: 	DELTA	13364	1	58304
721759074	[STAT ]: 	DELTA	32738	0	55116
721759075	[STAT ]: 	DELTA	32739	0	54408
721759127	[STAT ]: 	DELTA	32740	0	52425
721759128	[STAT ]: 	DELTA	32741	0	51912
721759128	[STAT ]: 	DELTA	32742	0	51126
721759139	[STAT ]: 	DELTA	32743	0	59912
721759140	[STAT ]: 	DELTA	13366	0	134623
721759141	[STAT ]: 	DELTA	13366	2	135315
721759141	[STAT ]: 	DELTA	13366	3	135737
721759142	[STAT ]: 	DELTA	13366	1	136584
721759143	[STAT ]: 	DELTA	13365	2	93053
721759144	[STAT ]: 	DELTA	13365	3	93171
721759144	[STAT ]: 	DELTA	13365	1	93974
721759180	[STAT ]: 	DELTA	32744	0	60005
721759180	[STAT ]: 	DELTA	32745	0	58938
721759235	[STAT ]: 	DELTA	32746	0	56608
721759246	[STAT ]: 	DELTA	13367	0	116158
721759277	[STAT ]: 	DELTA	13367	1	147584
721759277	[STAT ]: 	DELTA	13367	3	147801
721759278	[STAT ]: 	DELTA	13367	2	148176
721759566	[STAT ]: 	DELTA	13368	0	56480
721759567	[STAT ]: 	DELTA	13368	2	57440
721759568	[STAT ]: 	DELTA	13368	1	57974
721759569	[STAT ]: 	DELTA	13368	3	58748
721759570	[STAT ]: 	DELTA	13369	0	57283
721759571	[STAT ]: 	DELTA	13369	1	57726
721759572	[STAT ]: 	DELTA	13369	2	58604
721759572	[STAT ]: 	DELTA	32747	0	55295
721759574	[STAT ]: 	DELTA	32748	0	55168
721759628	[STAT ]: 	DELTA	13370	0	60780
721759629	[STAT ]: 	DELTA	32749	0	55394
721759630	[STAT ]: 	DELTA	13370	2	62778
721759631	[STAT ]: 	DELTA	13370	1	64007
721759633	[STAT ]: 	DELTA	13371	1	64168
721759633	[STAT ]: 	DELTA	13371	2	64715
721759634	[STAT ]: 	DELTA	13371	3	65202
721759635	[STAT ]: 	DELTA	32750	0	58704
721759635	[STAT ]: 	DELTA	13371	0	66236
721759636	[STAT ]: 	DELTA	13371	0	67409
721759637	[STAT ]: 	DELTA	13372	2	66741
721759637	[STAT ]: 	DELTA	13372	3	67277
721759638	[STAT ]: 	DELTA	13372	0	67287
721759638	[STAT ]: 	DELTA	13372	0	68329
721759639	[STAT ]: 	DELTA	13372	1	68770
721759639	[STAT ]: 	DELTA	32751	0	60716
721759640	[STAT ]: 	DELTA	13373	0	68413
721759640	[STAT ]: 	DELTA	13373	1	69150
721759641	[STAT ]: 	DELTA	13373	2	69682
721759642	[STAT ]: 	DELTA	13373	3	70090
721759642	[STAT ]: 	DELTA	32752	0	61358
721759643	[STAT ]: 	DELTA	13374	0	70412
721759643	[STAT ]: 	DELTA	32753	0	58508
721759644	[STAT ]: 	DELTA	32754	0	56287
721759644	[STAT ]: 	DELTA	32755	0	54331
721759645	[STAT ]: 	DELTA	32756	0	53896
721759645	[STAT ]: 	DELTA	32757	0	53489
721759646	[STAT ]: 	DELTA	32758	0	53250
721759646	[STAT ]: 	DELTA	32759	0	52960
721759647	[STAT ]: 	DELTA	32760	0	52599
721759647	[STAT ]: 	DELTA	32761	0	52405
721759648	[STAT ]: 	DELTA	32762	0	51991
721759649	[STAT ]: 	DELTA	32763	0	51598
721759649	[STAT ]: 	DELTA	32764	0	51111
721759661	[STAT ]: 	DELTA	32765	0	61194
721759662	[STAT ]: 	DELTA	32766	0	61292
721759663	[STAT ]: 	DELTA	32767	0	59502
721759663	[STAT ]: 	DELTA	13374	1	90763
721759664	[STAT ]: 	DELTA	32768	0	56137
721759664	[STAT ]: 	DELTA	32769	0	55974
721759686	[STAT ]: 	DELTA	13374	2	113185
721759686	[STAT ]: 	DELTA	13374	3	113749
721759708	[STAT ]: 	DELTA	32770	0	72361
721759709	[STAT ]: 	DELTA	32771	0	68878
721759710	[STAT ]: 	DELTA	13375	3	135517
721759711	[STAT ]: 	DELTA	13375	4	135999
721759711	[STAT ]: 	DELTA	13375	0	136823
721759712	[STAT ]: 	DELTA	13375	1	137164
721759723	[STAT ]: 	DELTA	13375	2	148953
721759747	[STAT ]: 	DELTA	13376	0	168371
721759747	[STAT ]: 	DELTA	13376	1	168875
721759748	[STAT ]: 	DELTA	13376	2	169374
721759749	[STAT ]: 	DELTA	13376	3	169950
721759749	[STAT ]: 	DELTA	13376	4	170546
721759751	[STAT ]: 	DELTA	32772	0	88563
721759751	[STAT ]: 	DELTA	13377	1	168514
721759752	[STAT ]: 	DELTA	13377	0	169344
721759753	[STAT ]: 	DELTA	13377	3	169678
721759753	[STAT ]: 	DELTA	13377	2	170304
721759766	[STAT ]: 	DELTA	32773	0	56380
721759766	[STAT ]: 	DELTA	13378	3	137236
721759769	[STAT ]: 	DELTA	13378	2	139830
721759770	[STAT ]: 	DELTA	13378	0	140748
721759770	[STAT ]: 	DELTA	13378	1	141137
721759793	[STAT ]: 	DELTA	32774	0	57647
721759794	[STAT ]: 	DELTA	32775	0	57379
721759827	[STAT ]: 	DELTA	32776	0	58706
721759849	[STAT ]: 	DELTA	13379	0	124360
721759850	[STAT ]: 	DELTA	13379	3	125222
721759850	[STAT ]: 	DELTA	13379	1	125798
721759851	[STAT ]: 	DELTA	13379	2	126278
721759851	[STAT ]: 	DELTA	32777	0	57340
721759852	[STAT ]: 	DELTA	32778	0	56036
721759854	[STAT ]: 	DELTA	32779	0	56151
721759875	[STAT ]: 	DELTA	13380	0	106572
721759876	[STAT ]: 	DELTA	13380	1	107546
721759876	[STAT ]: 	DELTA	13380	2	108183
721759877	[STAT ]: 	DELTA	13380	3	108571
721759909	[STAT ]: 	DELTA	32780	0	56785
721759910	[STAT ]: 	DELTA	32781	0	56772
721759943	[STAT ]: 	DELTA	13381	1	93912
721759944	[STAT ]: 	DELTA	13381	2	94963
721759945	[STAT ]: 	DELTA	13381	3	95452
721759945	[STAT ]: 	DELTA	13381	0	96076
721759946	[STAT ]: 	DELTA	32782	0	53748
721759947	[STAT ]: 	DELTA	32783	0	53648
721759977	[STAT ]: 	DELTA	32784	0	67066
721759978	[STAT ]: 	KEY	13382	9	1185147
721759980	[STAT ]: 	KEY	13382	10	1187305
721759981	[STAT ]: 	KEY	13382	11	1187900
721759981	[STAT ]: 	KEY	13382	12	1188354
721759982	[STAT ]: 	KEY	13382	13	1188822
721759982	[STAT ]: 	KEY	13382	14	1189308
721759983	[STAT ]: 	KEY	13382	15	1189762
721759983	[STAT ]: 	KEY	13382	16	1190172
721759984	[STAT ]: 	KEY	13382	17	1190614
721759984	[STAT ]: 	KEY	13382	18	1191033
721759985	[STAT ]: 	KEY	13382	19	1191442
721759985	[STAT ]: 	KEY	13382	20	1191942
721759986	[STAT ]: 	KEY	13382	21	1192361
721759986	[STAT ]: 	KEY	13382	22	1192773
721759986	[STAT ]: 	KEY	13382	23	1193156
721759987	[STAT ]: 	KEY	13382	0	1190245
721759987	[STAT ]: 	KEY	13382	1	1190578
721759988	[STAT ]: 	KEY	13382	2	1190982
721759988	[STAT ]: 	KEY	13382	3	1191346
721760000	[STAT ]: 	DELTA	32785	0	52574
721760011	[STAT ]: 	DELTA	32786	0	61888
721760023	[STAT ]: 	KEY	13382	2	1230760
721760024	[STAT ]: 	KEY	13382	3	1231167
721760024	[STAT ]: 	KEY	13382	5	1231525
721760025	[STAT ]: 	KEY	13382	4	1227512
721760025	[STAT ]: 	KEY	13382	7	1232311
721760025	[STAT ]: 	KEY	13382	8	1232708
721760040	[STAT ]: 	KEY	13382	4	1247946
721760041	[STAT ]: 	KEY	13382	1	1248638
721760041	[STAT ]: 	KEY	13382	6	1248886
721760042	[STAT ]: 	KEY	13382	0	1249509
721760042	[STAT ]: 	DELTA	13383	0	166979
721760043	[STAT ]: 	DELTA	13383	1	167857
721760044	[STAT ]: 	DELTA	13383	2	168410
721760044	[STAT ]: 	DELTA	13383	3	168774
721760045	[STAT ]: 	DELTA	13383	4	169347
721760045	[STAT ]: 	DELTA	13383	0	169179
721760046	[STAT ]: 	DELTA	32787	0	66217
721760057	[STAT ]: 	DELTA	13383	1	180364
721760057	[STAT ]: 	DELTA	32788	0	56063
721760101	[STAT ]: 	DELTA	13384	0	157205
721760102	[STAT ]: 	DELTA	13384	1	158333
721760103	[STAT ]: 	DELTA	32789	0	61379
721760104	[STAT ]: 	DELTA	13384	2	159501
721760104	[STAT ]: 	DELTA	13384	3	160099
721760105	[STAT ]: 	DELTA	32790	0	59618
721760105	[STAT ]: 	DELTA	13384	4	161130
721760138	[STAT ]: 	DELTA	32791	0	60605
721760138	[STAT ]: 	DELTA	32792	0	59135
721760160	[STAT ]: 	DELTA	13385	0	180069
721760161	[STAT ]: 	DELTA	13385	1	181049
721760161	[STAT ]: 	DELTA	13385	2	181715
721760162	[STAT ]: 	DELTA	13385	3	181916
721760162	[STAT ]: 	DELTA	32793	0	57626
721760174	[STAT ]: 	DELTA	32794	0	55874
721760175	[STAT ]: 	DELTA	32795	0	55595
721760186	[STAT ]: 	DELTA	13383	5	143194
721760186	[STAT ]: 	DELTA	13383	6	143384
721760207	[STAT ]: 	DELTA	32796	0	50398
721760219	[STAT ]: 	DELTA	32797	0	60357
721760219	[STAT ]: 	DELTA	13386	2	117061
721760220	[STAT ]: 	DELTA	13386	0	117971
721760221	[STAT ]: 	DELTA	13386	1	118558
721760232	[STAT ]: 	DELTA	13386	3	129399
721760245	[STAT ]: 	DELTA	13387	0	84348
721760246	[STAT ]: 	DELTA	13387	1	85144
721760246	[STAT ]: 	DELTA	13387	2	85530
721760247	[STAT ]: 	DELTA	13387	0	85477
721760247	[STAT ]: 	DELTA	13387	3	86550
721760269	[STAT ]: 	DELTA	32798	0	60182
721760281	[STAT ]: 	DELTA	32799	0	60143
721760282	[STAT ]: 	DELTA	32800	0	60097
721760303	[STAT ]: 	DELTA	13388	0	116038
721760304	[STAT ]: 	DELTA	13388	1	116915
721760305	[STAT ]: 	DELTA	13388	2	117420
721760327	[STAT ]: 	DELTA	32801	0	57252
721760338	[STAT ]: 	DELTA	32802	0	56123
721760349	[STAT ]: 	DELTA	13389	1	116175
721760350	[STAT ]: 	DELTA	13389	0	117350
721760351	[STAT ]: 	DELTA	13389	3	117883
721760351	[STAT ]: 	DELTA	13389	0	117534
721760352	[STAT ]: 	DELTA	13389	2	118809
721760373	[STAT ]: 	DELTA	32803	0	59322
721760374	[STAT ]: 	DELTA	32804	0	58262
721760375	[STAT ]: 	DELTA	32805	0	58435
721760397	[STAT ]: 	DELTA	32806	0	58442
721760420	[STAT ]: 	DELTA	13390	0	116492
721760431	[STAT ]: 	DELTA	32807	0	56008
721760433	[STAT ]: 	DELTA	32808	0	56231
721760444	[STAT ]: 	DELTA	13390	3	140050
721760445	[STAT ]: 	DELTA	13390	1	140618
721760445	[STAT ]: 	DELTA	13390	2	140990
721760457	[STAT ]: 	DELTA	32809	0	58472
721760480	[STAT ]: 	DELTA	13391	0	130044
721760480	[STAT ]: 	DELTA	13391	3	130475
721760481	[STAT ]: 	DELTA	13391	1	130970
721760481	[STAT ]: 	DELTA	13391	2	131239
721760493	[STAT ]: 	DELTA	32810	0	60442
721760514	[STAT ]: 	DELTA	32811	0	58356
721760539	[STAT ]: 	DELTA	13392	0	118000
721760540	[STAT ]: 	DELTA	13392	2	118646
721760540	[STAT ]: 	DELTA	13392	3	119232
721760541	[STAT ]: 	DELTA	13392	1	119862
721760555	[STAT ]: 	DELTA	32812	0	60986
721760556	[STAT ]: 	DELTA	32813	0	60850
721760600	[STAT ]: 	DELTA	32814	0	60616
721760602	[STAT ]: 	DELTA	32815	0	60350
721760602	[STAT ]: 	DELTA	32816	0	59015
721760603	[STAT ]: 	DELTA	32817	0	56747
721760604	[STAT ]: 	DELTA	13393	1	181245
721760604	[STAT ]: 	DELTA	13393	2	181736
721760605	[STAT ]: 	DELTA	13393	0	181420
721760605	[STAT ]: 	DELTA	32818	0	56941
721760606	[STAT ]: 	DELTA	32819	0	56722
721760606	[STAT ]: 	DELTA	32820	0	55182
721760620	[STAT ]: 	DELTA	32821	0	65181
721760631	[STAT ]: 	DELTA	32822	0	74739
721760674	[STAT ]: 	DELTA	32823	0	71950
721760674	[STAT ]: 	DELTA	32824	0	63492
721760686	[STAT ]: 	DELTA	13394	1	159139
721760687	[STAT ]: 	DELTA	13394	0	159461
721760689	[STAT ]: 	DELTA	13394	4	162774
721760690	[STAT ]: 	DELTA	13394	3	163486
721760691	[STAT ]: 	DELTA	13394	2	164209
721760691	[STAT ]: 	DELTA	13394	0	165076
721760693	[STAT ]: 	DELTA	13395	1	163583
